           1 ,  4.000000000000097E-006
          11 ,  2.000000000000005E-005
          21 ,  2.029999999999998E-004
          31 ,  4.340000000000001E-004
          41 ,  8.289999999999999E-004
          51 ,  1.543000000000000E-003
          61 ,  2.600000000000000E-003
          71 ,  4.057000000000000E-003
          81 ,  6.078000000000000E-003
          91 ,  8.982999999999998E-003
         101 ,  1.784600000000000E-002
         111 ,  1.533900000000000E-002
         121 ,  2.092699999999999E-002
         131 ,  2.778700000000001E-002
         141 ,  3.222200000000000E-002
         151 ,  4.024200000000000E-002
         161 ,  4.874500000000001E-002
         171 ,  5.676699999999998E-002
         181 ,  7.442900000000002E-002
         191 ,  8.363199999999998E-002
         201 ,  9.270799999999996E-002
         211 ,  0.112116000000000     
         221 ,  0.123135000000000     
         231 ,  0.146810000000000     
         241 ,  0.159050000000000     
         251 ,  0.181847000000000     
         261 ,  0.207171000000000     
         271 ,  0.225752000000000     
         281 ,  0.255322000000000     
         291 ,  0.280523000000000     
         301 ,  0.316611000000000     
         311 ,  0.368358000000000     
         321 ,  0.383514000000000     
         331 ,  0.510539000000000     
         341 ,  0.484956000000000     
         351 ,  0.531200000000000     
         361 ,  0.534555999999999     
         371 ,  0.779159000000000     
         381 ,  0.691937000000000     
         391 ,  0.794840000000000     
         401 ,  0.741344999999999     
         411 ,  0.811453000000000     
         421 ,  0.849363000000000     
         431 ,  0.904954000000000     
         441 ,  0.964747000000001     
         451 ,   1.03366200000000     
         461 ,   1.19465100000000     
         471 ,   1.31122200000000     
         481 ,   1.52400500000000     
         491 ,   1.59738600000000     
         501 ,   1.50052100000000     
         511 ,   1.52706100000000     
         521 ,   1.69150000000000     
         531 ,   1.81542400000000     
         541 ,   1.80303600000000     
         551 ,   1.90297400000000     
         561 ,   2.05928500000000     
         571 ,   2.21229900000000     
         581 ,   2.24444300000000     
         591 ,   2.42852600000000     
         601 ,   2.46540599999999     
         611 ,   2.59461700000000     
         621 ,   2.71308600000000     
         631 ,   2.85199700000000     
         641 ,   3.00543600000000     
         651 ,   3.12694700000000     
         661 ,   3.29281500000000     
         671 ,   3.41502600000000     
         681 ,   3.58819700000000     
         691 ,   3.75686100000000     
         701 ,   4.01292500000001     
         711 ,   4.08147000000000     
         721 ,   4.24098200000000     
         731 ,   4.43228999999999     
         741 ,   4.66699200000001     
         751 ,   4.82108700000001     
         761 ,   4.98054800000001     
         771 ,   5.69330599999999     
         781 ,   5.42499000000001     
         791 ,   5.59623800000000     
         801 ,   5.83677999999999     
         811 ,   6.07437000000000     
         821 ,   6.27614699999998     
         831 ,   6.55739699999998     
         841 ,   6.82518700000000     
         851 ,   7.59328699999998     
         861 ,   7.30983000000001     
         871 ,   7.63739800000002     
         881 ,   7.85431800000001     
         891 ,   8.01544899999999     
         901 ,   8.45579500000002     
         911 ,   9.00394699999998     
         921 ,   8.90509800000001     
         931 ,   9.30098000000001     
         941 ,   9.47005200000001     
         951 ,   9.99758200000002     
         961 ,   10.3411270000000     
         971 ,   10.9864980000000     
         981 ,   12.2873370000000     
         991 ,   12.2433040000000     
        1001 ,   12.9354590000000  
