           1 ,  3.000000000000181E-006
          11 ,  5.000000000000013E-006
          21 ,  1.500000000000004E-005
          31 ,  3.800000000000006E-005
          41 ,  8.500000000000001E-005
          51 ,  1.000000000000000E-004
          61 ,  1.459999999999999E-004
          71 ,  2.810000000000000E-004
          81 ,  5.480000000000001E-004
          91 ,  8.229999999999999E-004
         101 ,  7.529999999999998E-004
         111 ,  7.940000000000004E-004
         121 ,  9.919999999999998E-004
         131 ,  1.280000000000000E-003
         141 ,  1.582000000000000E-003
         151 ,  1.929000000000000E-003
         161 ,  2.357000000000001E-003
         171 ,  2.945000000000001E-003
         181 ,  4.397000000000002E-003
         191 ,  4.527999999999997E-003
         201 ,  5.159999999999998E-003
         211 ,  5.877000000000004E-003
         221 ,  7.393999999999998E-003
         231 ,  8.760999999999998E-003
         241 ,  9.468000000000004E-003
         251 ,  1.079700000000000E-002
         261 ,  1.190200000000000E-002
         271 ,  1.325799999999999E-002
         281 ,  1.597400000000000E-002
         291 ,  1.677099999999999E-002
         301 ,  1.861400000000002E-002
         311 ,  2.140800000000001E-002
         321 ,  2.143399999999998E-002
         331 ,  2.402499999999999E-002
         341 ,  2.585400000000002E-002
         351 ,  2.798599999999998E-002
         361 ,  2.984599999999998E-002
         371 ,  3.257800000000000E-002
         381 ,  3.571299999999999E-002
         391 ,  3.954599999999997E-002
         401 ,  4.242000000000001E-002
         411 ,  4.424800000000001E-002
         421 ,  4.819500000000004E-002
         431 ,  5.216600000000005E-002
         441 ,  5.576700000000001E-002
         451 ,  5.867900000000004E-002
         461 ,  6.342000000000003E-002
         471 ,  6.797500000000001E-002
         481 ,  6.948000000000010E-002
         491 ,  7.722599999999991E-002
         501 ,  8.170999999999995E-002
         511 ,  8.831699999999998E-002
         521 ,  9.033300000000000E-002
         531 ,  9.522999999999993E-002
         541 ,  0.102449000000000     
         551 ,  0.106052000000000     
         561 ,  0.112875000000000     
         571 ,  0.505129000000000     
         581 ,  0.829044000000000     
         591 ,  0.941372000000000     
         601 ,  0.889069000000000     
         611 ,  0.911711000000000     
         621 ,  0.969312000000000     
         631 ,   1.01008900000000     
         641 ,  0.876230000000000     
         651 ,  0.230764000000001     
         661 ,  0.251605000000001     
         671 ,  0.270180999999999     
         681 ,  0.266092000000000     
         691 ,  0.282000000000000     
         701 ,  0.292926000000000     
         711 ,  0.327929000000001     
         721 ,  0.315970999999999     
         731 ,  0.351209999999998     
         741 ,  0.352391000000001     
         751 ,  0.362242000000000     
         761 ,  0.380822999999999     
         771 ,   3.73692400000000     
         781 ,  0.400640000000003     
         791 ,  0.414285000000000     
         801 ,  0.424619000000000     
         811 ,  0.476016000000001     
         821 ,  0.489756000000000     
         831 ,  0.588221000000001     
         841 ,  0.508253000000000     
         851 ,   4.41990900000000     
         861 ,  0.509281000000001     
         871 ,  0.596145000000000     
         881 ,  0.444023999999999     
         891 ,  0.513785000000002     
         901 ,  0.562214000000001     
         911 ,   2.40772800000000     
         921 ,  0.495875000000002     
         931 ,  0.608967000000000     
         941 ,  0.543392999999998     
         951 ,   1.94903300000000     
         961 ,   1.94809400000000     
         971 ,   1.49728100000000     
         981 ,   2.53528800000000     
         991 ,  0.614658999999996     
        1001 ,   1.11636400000000  
